id,siCardNumber,twentyFourHour,weekDay,fourWeekCounter,twelveHourTimer,subSecond,origFromNode,radioMessageId,createdDate
3107,4,1,1,0,36000,0,1,2190,"2016-03-06 21:21:24.726162"
3587,4,1,1,0,36000,0,1,2430,"2016-03-06 21:35:12.789100"
3831,4,1,1,0,36000,0,1,2552,"2016-03-06 21:42:10.614836"
4076,4,1,1,0,36000,0,1,2674,"2016-03-06 21:49:09.634774"
4326,4,1,1,0,36000,0,1,2799,"2016-03-06 21:56:12.491450"
4564,4,1,1,0,36000,0,1,2918,"2016-03-06 22:03:03.029274"
4779,4,1,1,0,36000,0,1,3026,"2016-03-06 22:09:25.936163"
4835,4,1,1,0,36000,0,1,3054,"2016-03-06 22:10:59.397093"
2483,5,1,1,0,36000,0,1,1878,"2016-03-06 21:02:34.464376"
2896,5,1,1,0,36000,0,1,2084,"2016-03-06 21:14:59.868762"
3110,5,1,1,0,36000,0,1,2191,"2016-03-06 21:21:28.151646"
3352,5,1,1,0,36000,0,1,2312,"2016-03-06 21:28:24.084216"
3590,5,1,1,0,36000,0,1,2431,"2016-03-06 21:35:16.143410"
3834,5,1,1,0,36000,0,1,2553,"2016-03-06 21:42:14.788765"
4075,5,1,1,0,36000,0,1,2674,"2016-03-06 21:49:09.613380"
4325,5,1,1,0,36000,0,1,2799,"2016-03-06 21:56:12.467081"
4562,5,1,1,0,36000,0,1,2917,"2016-03-06 22:02:59.539546"
4884,5,1,1,0,36000,0,1,3078,"2016-03-06 22:12:19.584713"
2486,6,1,1,0,36000,0,1,1879,"2016-03-06 21:02:38.461310"
2690,6,1,1,0,36000,0,1,1981,"2016-03-06 21:08:45.961413"
2895,6,1,1,0,36000,0,1,2084,"2016-03-06 21:14:59.847728"
3109,6,1,1,0,36000,0,1,2191,"2016-03-06 21:21:28.130467"
3351,6,1,1,0,36000,0,1,2312,"2016-03-06 21:28:24.062462"
3589,6,1,1,0,36000,0,1,2431,"2016-03-06 21:35:16.119141"
3833,6,1,1,0,36000,0,1,2553,"2016-03-06 21:42:14.766791"
4078,6,1,1,0,36000,0,1,2675,"2016-03-06 21:49:12.894489"
4328,6,1,1,0,36000,0,1,2800,"2016-03-06 21:56:15.869761"
4561,6,1,1,0,36000,0,1,2917,"2016-03-06 22:02:59.518204"
2485,7,1,1,0,36000,0,1,1879,"2016-03-06 21:02:38.438310"
2689,7,1,1,0,36000,0,1,1981,"2016-03-06 21:08:45.938745"
2898,7,1,1,0,36000,0,1,2085,"2016-03-06 21:15:03.292429"
3112,7,1,1,0,36000,0,1,2192,"2016-03-06 21:21:31.459649"
3354,7,1,1,0,36000,0,1,2313,"2016-03-06 21:28:27.501344"
3592,7,1,1,0,36000,0,1,2432,"2016-03-06 21:35:19.480190"
4077,7,1,1,0,36000,0,1,2675,"2016-03-06 21:49:12.872128"
4327,7,1,1,0,36000,0,1,2800,"2016-03-06 21:56:15.846565"
4563,7,1,1,0,36000,0,1,2918,"2016-03-06 22:03:03.007898"
4748,7,1,1,0,36000,0,1,3010,"2016-03-06 22:08:32.530540"
2692,8,1,1,0,36000,0,1,1982,"2016-03-06 21:08:49.949866"
2897,8,1,1,0,36000,0,1,2085,"2016-03-06 21:15:03.265224"
3111,8,1,1,0,36000,0,1,2192,"2016-03-06 21:21:31.437922"
3353,8,1,1,0,36000,0,1,2313,"2016-03-06 21:28:27.479663"
3591,8,1,1,0,36000,0,1,2432,"2016-03-06 21:35:19.457218"
3836,8,1,1,0,36000,0,1,2554,"2016-03-06 21:42:18.126505"
4080,8,1,1,0,36000,0,1,2676,"2016-03-06 21:49:16.253166"
4330,8,1,1,0,36000,0,1,2801,"2016-03-06 21:56:19.143335"
4709,8,1,1,0,36000,0,1,2991,"2016-03-06 22:07:29.006965"
4935,8,1,1,0,36000,0,1,3104,"2016-03-06 22:13:46.453126"
2488,9,1,1,0,36000,0,1,1880,"2016-03-06 21:02:41.835696"
2691,9,1,1,0,36000,0,1,1982,"2016-03-06 21:08:49.927987"
2900,9,1,1,0,36000,0,1,2086,"2016-03-06 21:15:07.082521"
3114,9,1,1,0,36000,0,1,2193,"2016-03-06 21:21:34.767508"
3356,9,1,1,0,36000,0,1,2314,"2016-03-06 21:28:30.837210"
3594,9,1,1,0,36000,0,1,2433,"2016-03-06 21:35:22.817284"
3835,9,1,1,0,36000,0,1,2554,"2016-03-06 21:42:18.105933"
4079,9,1,1,0,36000,0,1,2676,"2016-03-06 21:49:16.230830"
4329,9,1,1,0,36000,0,1,2801,"2016-03-06 21:56:19.119015"
4568,9,1,1,0,36000,0,1,2920,"2016-03-06 22:03:10.212903"
2487,10,1,1,0,36000,0,1,1880,"2016-03-06 21:02:41.813326"
2899,10,1,1,0,36000,0,1,2086,"2016-03-06 21:15:07.061227"
3113,10,1,1,0,36000,0,1,2193,"2016-03-06 21:21:34.747071"
3355,10,1,1,0,36000,0,1,2314,"2016-03-06 21:28:30.814766"
3593,10,1,1,0,36000,0,1,2433,"2016-03-06 21:35:22.795498"
3838,10,1,1,0,36000,0,1,2555,"2016-03-06 21:42:21.470339"
4082,10,1,1,0,36000,0,1,2677,"2016-03-06 21:49:19.610932"
4332,10,1,1,0,36000,0,1,2802,"2016-03-06 21:56:22.540899"
4566,10,1,1,0,36000,0,1,2919,"2016-03-06 22:03:06.614911"
4883,10,1,1,0,36000,0,1,3078,"2016-03-06 22:12:19.561540"
2490,11,1,1,0,36000,0,1,1881,"2016-03-06 21:02:45.611662"
2694,11,1,1,0,36000,0,1,1983,"2016-03-06 21:08:53.335740"
3116,11,1,1,0,36000,0,1,2194,"2016-03-06 21:21:38.182245"
3358,11,1,1,0,36000,0,1,2315,"2016-03-06 21:28:34.159789"
3596,11,1,1,0,36000,0,1,2434,"2016-03-06 21:35:27.055318"
3837,11,1,1,0,36000,0,1,2555,"2016-03-06 21:42:21.447809"
4081,11,1,1,0,36000,0,1,2677,"2016-03-06 21:49:19.588934"
4331,11,1,1,0,36000,0,1,2802,"2016-03-06 21:56:22.516798"
4565,11,1,1,0,36000,0,1,2919,"2016-03-06 22:03:06.594416"
4834,11,1,1,0,36000,0,1,3053,"2016-03-06 22:10:56.105511"
2489,12,1,1,0,36000,0,1,1881,"2016-03-06 21:02:45.589248"
2693,12,1,1,0,36000,0,1,1983,"2016-03-06 21:08:53.314328"
2902,12,1,1,0,36000,0,1,2087,"2016-03-06 21:15:10.382290"
3115,12,1,1,0,36000,0,1,2194,"2016-03-06 21:21:38.160250"
3357,12,1,1,0,36000,0,1,2315,"2016-03-06 21:28:34.135831"
3595,12,1,1,0,36000,0,1,2434,"2016-03-06 21:35:27.032338"
3840,12,1,1,0,36000,0,1,2556,"2016-03-06 21:42:24.825663"
4084,12,1,1,0,36000,0,1,2678,"2016-03-06 21:49:22.972237"
4334,12,1,1,0,36000,0,1,2803,"2016-03-06 21:56:25.830799"
4567,12,1,1,0,36000,0,1,2920,"2016-03-06 22:03:10.189927"
2696,13,1,1,0,36000,0,1,1984,"2016-03-06 21:08:57.021454"
2901,13,1,1,0,36000,0,1,2087,"2016-03-06 21:15:10.360608"
3118,13,1,1,0,36000,0,1,2195,"2016-03-06 21:21:42.295565"
3360,13,1,1,0,36000,0,1,2316,"2016-03-06 21:28:37.491707"
3839,13,1,1,0,36000,0,1,2556,"2016-03-06 21:42:24.804004"
4083,13,1,1,0,36000,0,1,2678,"2016-03-06 21:49:22.952240"
4333,13,1,1,0,36000,0,1,2803,"2016-03-06 21:56:25.807083"
4708,13,1,1,0,36000,0,1,2990,"2016-03-06 22:07:25.721393"
4760,13,1,1,0,36000,0,1,3016,"2016-03-06 22:08:52.534802"
4934,13,1,1,0,36000,0,1,3103,"2016-03-06 22:13:43.065357"
2492,14,1,1,0,36000,0,1,1882,"2016-03-06 21:02:48.993363"
2695,14,1,1,0,36000,0,1,1984,"2016-03-06 21:08:56.999433"
2904,14,1,1,0,36000,0,1,2088,"2016-03-06 21:15:14.388471"
3117,14,1,1,0,36000,0,1,2195,"2016-03-06 21:21:42.273399"
3359,14,1,1,0,36000,0,1,2316,"2016-03-06 21:28:37.470084"
3598,14,1,1,0,36000,0,1,2435,"2016-03-06 21:35:30.484866"
3842,14,1,1,0,36000,0,1,2557,"2016-03-06 21:42:28.175753"
4086,14,1,1,0,36000,0,1,2679,"2016-03-06 21:49:26.330617"
4336,14,1,1,0,36000,0,1,2804,"2016-03-06 21:56:29.212551"
4572,14,1,1,0,36000,0,1,2922,"2016-03-06 22:03:17.787255"
2491,15,1,1,0,36000,0,1,1882,"2016-03-06 21:02:48.971114"
2903,15,1,1,0,36000,0,1,2088,"2016-03-06 21:15:14.367304"
3362,15,1,1,0,36000,0,1,2317,"2016-03-06 21:28:41.627537"
3597,15,1,1,0,36000,0,1,2435,"2016-03-06 21:35:30.462457"
3841,15,1,1,0,36000,0,1,2557,"2016-03-06 21:42:28.153394"
4085,15,1,1,0,36000,0,1,2679,"2016-03-06 21:49:26.307093"
4335,15,1,1,0,36000,0,1,2804,"2016-03-06 21:56:29.187105"
4570,15,1,1,0,36000,0,1,2921,"2016-03-06 22:03:13.996810"
4792,15,1,1,0,36000,0,1,3032,"2016-03-06 22:09:45.996353"
4882,15,1,1,0,36000,0,1,3077,"2016-03-06 22:12:16.265434"
2494,16,1,1,0,36000,0,1,1883,"2016-03-06 21:02:52.853544"
2698,16,1,1,0,36000,0,1,1985,"2016-03-06 21:09:00.404757"
3120,16,1,1,0,36000,0,1,2196,"2016-03-06 21:21:45.702939"
3361,16,1,1,0,36000,0,1,2317,"2016-03-06 21:28:41.604541"
3600,16,1,1,0,36000,0,1,2436,"2016-03-06 21:35:33.833753"
3844,16,1,1,0,36000,0,1,2558,"2016-03-06 21:42:31.527738"
4088,16,1,1,0,36000,0,1,2680,"2016-03-06 21:49:30.494364"
4338,16,1,1,0,36000,0,1,2805,"2016-03-06 21:56:32.592488"
4569,16,1,1,0,36000,0,1,2921,"2016-03-06 22:03:13.976411"
4833,16,1,1,0,36000,0,1,3053,"2016-03-06 22:10:56.082694"
2493,17,1,1,0,36000,0,1,1883,"2016-03-06 21:02:52.832877"
2697,17,1,1,0,36000,0,1,1985,"2016-03-06 21:09:00.382769"
2906,17,1,1,0,36000,0,1,2089,"2016-03-06 21:15:17.701036"
3119,17,1,1,0,36000,0,1,2196,"2016-03-06 21:21:45.681017"
3599,17,1,1,0,36000,0,1,2436,"2016-03-06 21:35:33.811122"
3843,17,1,1,0,36000,0,1,2558,"2016-03-06 21:42:31.506241"
4087,17,1,1,0,36000,0,1,2680,"2016-03-06 21:49:30.472386"
4337,17,1,1,0,36000,0,1,2805,"2016-03-06 21:56:32.568214"
4571,17,1,1,0,36000,0,1,2922,"2016-03-06 22:03:17.765082"
4778,17,1,1,0,36000,0,1,3025,"2016-03-06 22:09:22.658912"
2700,18,1,1,0,36000,0,1,1986,"2016-03-06 21:09:04.389819"
2905,18,1,1,0,36000,0,1,2089,"2016-03-06 21:15:17.678751"
3122,18,1,1,0,36000,0,1,2197,"2016-03-06 21:21:49.012880"
3364,18,1,1,0,36000,0,1,2318,"2016-03-06 21:28:44.961842"
3602,18,1,1,0,36000,0,1,2437,"2016-03-06 21:35:37.160688"
3846,18,1,1,0,36000,0,1,2559,"2016-03-06 21:42:35.675153"
4340,18,1,1,0,36000,0,1,2806,"2016-03-06 21:56:35.876242"
4707,18,1,1,0,36000,0,1,2990,"2016-03-06 22:07:25.698442"
4735,18,1,1,0,36000,0,1,3004,"2016-03-06 22:08:12.502488"
4933,18,1,1,0,36000,0,1,3103,"2016-03-06 22:13:43.042472"
2496,19,1,1,0,36000,0,1,1884,"2016-03-06 21:02:57.231748"
2699,19,1,1,0,36000,0,1,1986,"2016-03-06 21:09:04.367284"
2908,19,1,1,0,36000,0,1,2090,"2016-03-06 21:15:21.698441"
3121,19,1,1,0,36000,0,1,2197,"2016-03-06 21:21:48.991042"
3363,19,1,1,0,36000,0,1,2318,"2016-03-06 21:28:44.940440"
3601,19,1,1,0,36000,0,1,2437,"2016-03-06 21:35:37.138741"
3845,19,1,1,0,36000,0,1,2559,"2016-03-06 21:42:35.652380"
4090,19,1,1,0,36000,0,1,2681,"2016-03-06 21:49:33.955600"
4339,19,1,1,0,36000,0,1,2806,"2016-03-06 21:56:35.852438"
4576,19,1,1,0,36000,0,1,2924,"2016-03-06 22:03:25.277509"
2495,20,1,1,0,36000,0,1,1884,"2016-03-06 21:02:57.210023"
2907,20,1,1,0,36000,0,1,2090,"2016-03-06 21:15:21.676967"
3124,20,1,1,0,36000,0,1,2198,"2016-03-06 21:21:52.320873"
3366,20,1,1,0,36000,0,1,2319,"2016-03-06 21:28:48.287292"
3604,20,1,1,0,36000,0,1,2438,"2016-03-06 21:35:40.497864"
4089,20,1,1,0,36000,0,1,2681,"2016-03-06 21:49:33.933723"
4342,20,1,1,0,36000,0,1,2807,"2016-03-06 21:56:39.258417"
4574,20,1,1,0,36000,0,1,2923,"2016-03-06 22:03:21.581783"
4747,20,1,1,0,36000,0,1,3010,"2016-03-06 22:08:32.507083"
4881,20,1,1,0,36000,0,1,3077,"2016-03-06 22:12:16.245839"
2702,21,1,1,0,36000,0,1,1987,"2016-03-06 21:09:07.780231"
3123,21,1,1,0,36000,0,1,2198,"2016-03-06 21:21:52.300142"
3365,21,1,1,0,36000,0,1,2319,"2016-03-06 21:28:48.265031"
3603,21,1,1,0,36000,0,1,2438,"2016-03-06 21:35:40.476559"
3848,21,1,1,0,36000,0,1,2560,"2016-03-06 21:42:38.928217"
4092,21,1,1,0,36000,0,1,2682,"2016-03-06 21:49:37.215503"
4341,21,1,1,0,36000,0,1,2807,"2016-03-06 21:56:39.231705"
4573,21,1,1,0,36000,0,1,2923,"2016-03-06 22:03:21.559058"
4832,21,1,1,0,36000,0,1,3052,"2016-03-06 22:10:52.798082"
4932,21,1,1,0,36000,0,1,3102,"2016-03-06 22:13:39.762252"
2498,22,1,1,0,36000,0,1,1885,"2016-03-06 21:03:00.506321"
2701,22,1,1,0,36000,0,1,1987,"2016-03-06 21:09:07.757931"
2910,22,1,1,0,36000,0,1,2091,"2016-03-06 21:15:25.107588"
3126,22,1,1,0,36000,0,1,2199,"2016-03-06 21:21:56.530527"
3368,22,1,1,0,36000,0,1,2320,"2016-03-06 21:28:51.638779"
3606,22,1,1,0,36000,0,1,2439,"2016-03-06 21:35:43.843415"
3847,22,1,1,0,36000,0,1,2560,"2016-03-06 21:42:38.905078"
4091,22,1,1,0,36000,0,1,2682,"2016-03-06 21:49:37.193908"
4344,22,1,1,0,36000,0,1,2808,"2016-03-06 21:56:42.539056"
4575,22,1,1,0,36000,0,1,2924,"2016-03-06 22:03:25.256861"
2497,23,1,1,0,36000,0,1,1885,"2016-03-06 21:03:00.483193"
2704,23,1,1,0,36000,0,1,1988,"2016-03-06 21:09:11.771363"
2909,23,1,1,0,36000,0,1,2091,"2016-03-06 21:15:25.085081"
3125,23,1,1,0,36000,0,1,2199,"2016-03-06 21:21:56.509240"
3367,23,1,1,0,36000,0,1,2320,"2016-03-06 21:28:51.615779"
3605,23,1,1,0,36000,0,1,2439,"2016-03-06 21:35:43.822385"
3850,23,1,1,0,36000,0,1,2561,"2016-03-06 21:42:42.276403"
4094,23,1,1,0,36000,0,1,2683,"2016-03-06 21:49:40.573028"
4343,23,1,1,0,36000,0,1,2808,"2016-03-06 21:56:42.514386"
4706,23,1,1,0,36000,0,1,2989,"2016-03-06 22:07:22.410729"
2500,24,1,1,0,36000,0,1,1886,"2016-03-06 21:03:04.281053"
2703,24,1,1,0,36000,0,1,1988,"2016-03-06 21:09:11.748251"
2912,24,1,1,0,36000,0,1,2092,"2016-03-06 21:15:28.409999"
3370,24,1,1,0,36000,0,1,2321,"2016-03-06 21:28:55.838872"
3608,24,1,1,0,36000,0,1,2440,"2016-03-06 21:35:47.183775"
3849,24,1,1,0,36000,0,1,2561,"2016-03-06 21:42:42.253950"
4093,24,1,1,0,36000,0,1,2683,"2016-03-06 21:49:40.550168"
4346,24,1,1,0,36000,0,1,2809,"2016-03-06 21:56:45.920829"
4580,24,1,1,0,36000,0,1,2926,"2016-03-06 22:03:32.772507"
4791,24,1,1,0,36000,0,1,3032,"2016-03-06 22:09:45.973576"
2499,25,1,1,0,36000,0,1,1886,"2016-03-06 21:03:04.258801"
2911,25,1,1,0,36000,0,1,2092,"2016-03-06 21:15:28.387680"
3128,25,1,1,0,36000,0,1,2200,"2016-03-06 21:21:59.836811"
3369,25,1,1,0,36000,0,1,2321,"2016-03-06 21:28:55.813460"
3607,25,1,1,0,36000,0,1,2440,"2016-03-06 21:35:47.160991"
3852,25,1,1,0,36000,0,1,2562,"2016-03-06 21:42:45.633020"
4096,25,1,1,0,36000,0,1,2684,"2016-03-06 21:49:43.933310"
4345,25,1,1,0,36000,0,1,2809,"2016-03-06 21:56:45.897563"
4578,25,1,1,0,36000,0,1,2925,"2016-03-06 22:03:29.071069"
4880,25,1,1,0,36000,0,1,3076,"2016-03-06 22:12:12.992726"
2706,26,1,1,0,36000,0,1,1989,"2016-03-06 21:09:15.060434"
2914,26,1,1,0,36000,0,1,2093,"2016-03-06 21:15:32.421475"
3127,26,1,1,0,36000,0,1,2200,"2016-03-06 21:21:59.815354"
3610,26,1,1,0,36000,0,1,2441,"2016-03-06 21:35:50.513257"
3851,26,1,1,0,36000,0,1,2562,"2016-03-06 21:42:45.610373"
4095,26,1,1,0,36000,0,1,2684,"2016-03-06 21:49:43.911901"
4348,26,1,1,0,36000,0,1,2810,"2016-03-06 21:56:49.207187"
4577,26,1,1,0,36000,0,1,2925,"2016-03-06 22:03:29.048270"
4777,26,1,1,0,36000,0,1,3025,"2016-03-06 22:09:22.635878"
4931,26,1,1,0,36000,0,1,3102,"2016-03-06 22:13:39.739419"
2502,27,1,1,0,36000,0,1,1887,"2016-03-06 21:03:07.657320"
2705,27,1,1,0,36000,0,1,1989,"2016-03-06 21:09:15.038504"
2913,27,1,1,0,36000,0,1,2093,"2016-03-06 21:15:32.399033"
3130,27,1,1,0,36000,0,1,2201,"2016-03-06 21:22:03.246729"
3372,27,1,1,0,36000,0,1,2322,"2016-03-06 21:28:59.132457"
3609,27,1,1,0,36000,0,1,2441,"2016-03-06 21:35:50.492087"
3854,27,1,1,0,36000,0,1,2563,"2016-03-06 21:42:49.781381"
4098,27,1,1,0,36000,0,1,2685,"2016-03-06 21:49:47.296199"
4347,27,1,1,0,36000,0,1,2810,"2016-03-06 21:56:49.183074"
4579,27,1,1,0,36000,0,1,2926,"2016-03-06 22:03:32.749772"
2501,28,1,1,0,36000,0,1,1887,"2016-03-06 21:03:07.635601"
2708,28,1,1,0,36000,0,1,1990,"2016-03-06 21:09:19.146331"
3129,28,1,1,0,36000,0,1,2201,"2016-03-06 21:22:03.226600"
3371,28,1,1,0,36000,0,1,2322,"2016-03-06 21:28:59.110787"
3612,28,1,1,0,36000,0,1,2442,"2016-03-06 21:35:53.850202"
3853,28,1,1,0,36000,0,1,2563,"2016-03-06 21:42:49.758085"
4097,28,1,1,0,36000,0,1,2685,"2016-03-06 21:49:47.274250"
4350,28,1,1,0,36000,0,1,2811,"2016-03-06 21:56:52.596132"
4705,28,1,1,0,36000,0,1,2989,"2016-03-06 22:07:22.388505"
4831,28,1,1,0,36000,0,1,3052,"2016-03-06 22:10:52.775879"
2504,29,1,1,0,36000,0,1,1888,"2016-03-06 21:03:11.332019"
2707,29,1,1,0,36000,0,1,1990,"2016-03-06 21:09:19.125687"
2916,29,1,1,0,36000,0,1,2094,"2016-03-06 21:15:35.726580"
3132,29,1,1,0,36000,0,1,2202,"2016-03-06 21:22:06.551305"
3374,29,1,1,0,36000,0,1,2323,"2016-03-06 21:29:02.557974"
3611,29,1,1,0,36000,0,1,2442,"2016-03-06 21:35:53.830031"
4100,29,1,1,0,36000,0,1,2686,"2016-03-06 21:49:50.655170"
4349,29,1,1,0,36000,0,1,2811,"2016-03-06 21:56:52.572179"
4584,29,1,1,0,36000,0,1,2928,"2016-03-06 22:03:40.248141"
4746,29,1,1,0,36000,0,1,3009,"2016-03-06 22:08:29.131735"
2503,30,1,1,0,36000,0,1,1888,"2016-03-06 21:03:11.310327"
2915,30,1,1,0,36000,0,1,2094,"2016-03-06 21:15:35.704165"
3131,30,1,1,0,36000,0,1,2202,"2016-03-06 21:22:06.528857"
3373,30,1,1,0,36000,0,1,2323,"2016-03-06 21:29:02.535728"
3614,30,1,1,0,36000,0,1,2443,"2016-03-06 21:35:57.283873"
3856,30,1,1,0,36000,0,1,2564,"2016-03-06 21:42:53.229346"
4099,30,1,1,0,36000,0,1,2686,"2016-03-06 21:49:50.633180"
4352,30,1,1,0,36000,0,1,2812,"2016-03-06 21:56:55.888184"
4582,30,1,1,0,36000,0,1,2927,"2016-03-06 22:03:36.558704"
4879,30,1,1,0,36000,0,1,3076,"2016-03-06 22:12:12.965945"
2710,31,1,1,0,36000,0,1,1991,"2016-03-06 21:09:22.530238"
2918,31,1,1,0,36000,0,1,2095,"2016-03-06 21:15:39.628094"
3134,31,1,1,0,36000,0,1,2203,"2016-03-06 21:22:10.760122"
3376,31,1,1,0,36000,0,1,2324,"2016-03-06 21:29:05.904600"
3613,31,1,1,0,36000,0,1,2443,"2016-03-06 21:35:57.261542"
3855,31,1,1,0,36000,0,1,2564,"2016-03-06 21:42:53.207910"
4102,31,1,1,0,36000,0,1,2687,"2016-03-06 21:49:53.919137"
4351,31,1,1,0,36000,0,1,2812,"2016-03-06 21:56:55.863322"
4581,31,1,1,0,36000,0,1,2927,"2016-03-06 22:03:36.536851"
4930,31,1,1,0,36000,0,1,3101,"2016-03-06 22:13:36.455011"
2506,32,1,1,0,36000,0,1,1889,"2016-03-06 21:03:14.705814"
2709,32,1,1,0,36000,0,1,1991,"2016-03-06 21:09:22.507960"
2917,32,1,1,0,36000,0,1,2095,"2016-03-06 21:15:39.602237"
3133,32,1,1,0,36000,0,1,2203,"2016-03-06 21:22:10.738362"
3375,32,1,1,0,36000,0,1,2324,"2016-03-06 21:29:05.881879"
3616,32,1,1,0,36000,0,1,2444,"2016-03-06 21:36:00.620331"
3858,32,1,1,0,36000,0,1,2565,"2016-03-06 21:42:56.575891"
4101,32,1,1,0,36000,0,1,2687,"2016-03-06 21:49:53.896077"
4354,32,1,1,0,36000,0,1,2813,"2016-03-06 21:56:59.273692"
4583,32,1,1,0,36000,0,1,2928,"2016-03-06 22:03:40.224748"
2505,33,1,1,0,36000,0,1,1889,"2016-03-06 21:03:14.684026"
2712,33,1,1,0,36000,0,1,1992,"2016-03-06 21:09:25.822433"
3378,33,1,1,0,36000,0,1,2325,"2016-03-06 21:29:09.184056"
3615,33,1,1,0,36000,0,1,2444,"2016-03-06 21:36:00.599002"
3857,33,1,1,0,36000,0,1,2565,"2016-03-06 21:42:56.554735"
4104,33,1,1,0,36000,0,1,2688,"2016-03-06 21:49:57.280953"
4353,33,1,1,0,36000,0,1,2813,"2016-03-06 21:56:59.248326"
4704,33,1,1,0,36000,0,1,2988,"2016-03-06 22:07:19.009860"
4790,33,1,1,0,36000,0,1,3031,"2016-03-06 22:09:42.685188"
4830,33,1,1,0,36000,0,1,3051,"2016-03-06 22:10:49.400038"
2508,34,1,1,0,36000,0,1,1890,"2016-03-06 21:03:18.473929"
2711,34,1,1,0,36000,0,1,1992,"2016-03-06 21:09:25.801274"
2920,34,1,1,0,36000,0,1,2096,"2016-03-06 21:15:42.929813"
3136,34,1,1,0,36000,0,1,2204,"2016-03-06 21:22:14.077706"
3377,34,1,1,0,36000,0,1,2325,"2016-03-06 21:29:09.162155"
3618,34,1,1,0,36000,0,1,2445,"2016-03-06 21:36:03.867783"
3860,34,1,1,0,36000,0,1,2566,"2016-03-06 21:42:59.823638"
4103,34,1,1,0,36000,0,1,2688,"2016-03-06 21:49:57.258707"
4356,34,1,1,0,36000,0,1,2814,"2016-03-06 21:57:02.560483"
4588,34,1,1,0,36000,0,1,2930,"2016-03-06 22:03:47.716948"
2507,35,1,1,0,36000,0,1,1890,"2016-03-06 21:03:18.452520"
2714,35,1,1,0,36000,0,1,1993,"2016-03-06 21:09:29.501796"
2919,35,1,1,0,36000,0,1,2096,"2016-03-06 21:15:42.908492"
3135,35,1,1,0,36000,0,1,2204,"2016-03-06 21:22:14.053597"
3380,35,1,1,0,36000,0,1,2326,"2016-03-06 21:29:12.507579"
3617,35,1,1,0,36000,0,1,2445,"2016-03-06 21:36:03.846020"
3859,35,1,1,0,36000,0,1,2566,"2016-03-06 21:42:59.801757"
4106,35,1,1,0,36000,0,1,2689,"2016-03-06 21:50:00.647066"
4355,35,1,1,0,36000,0,1,2814,"2016-03-06 21:57:02.536457"
4586,35,1,1,0,36000,0,1,2929,"2016-03-06 22:03:44.032583"
2713,36,1,1,0,36000,0,1,1993,"2016-03-06 21:09:29.481765"
2922,36,1,1,0,36000,0,1,2097,"2016-03-06 21:15:46.933861"
3138,36,1,1,0,36000,0,1,2205,"2016-03-06 21:22:17.393684"
3379,36,1,1,0,36000,0,1,2326,"2016-03-06 21:29:12.485719"
3620,36,1,1,0,36000,0,1,2446,"2016-03-06 21:36:07.305619"
3862,36,1,1,0,36000,0,1,2567,"2016-03-06 21:43:04.073821"
4105,36,1,1,0,36000,0,1,2689,"2016-03-06 21:50:00.624249"
4358,36,1,1,0,36000,0,1,2815,"2016-03-06 21:57:05.947617"
4585,36,1,1,0,36000,0,1,2929,"2016-03-06 22:03:44.009715"
4929,36,1,1,0,36000,0,1,3101,"2016-03-06 22:13:36.432825"
2510,37,1,1,0,36000,0,1,1891,"2016-03-06 21:03:22.551563"
2921,37,1,1,0,36000,0,1,2097,"2016-03-06 21:15:46.914180"
3137,37,1,1,0,36000,0,1,2205,"2016-03-06 21:22:17.373515"
3382,37,1,1,0,36000,0,1,2327,"2016-03-06 21:29:16.642854"
3619,37,1,1,0,36000,0,1,2446,"2016-03-06 21:36:07.283110"
3861,37,1,1,0,36000,0,1,2567,"2016-03-06 21:43:04.049607"
4108,37,1,1,0,36000,0,1,2690,"2016-03-06 21:50:04.014030"
4357,37,1,1,0,36000,0,1,2815,"2016-03-06 21:57:05.921930"
4587,37,1,1,0,36000,0,1,2930,"2016-03-06 22:03:47.695331"
4878,37,1,1,0,36000,0,1,3075,"2016-03-06 22:12:09.565444"
2509,38,1,1,0,36000,0,1,1891,"2016-03-06 21:03:22.528216"
2716,38,1,1,0,36000,0,1,1994,"2016-03-06 21:09:32.887110"
3140,38,1,1,0,36000,0,1,2206,"2016-03-06 21:22:20.711708"
3381,38,1,1,0,36000,0,1,2327,"2016-03-06 21:29:16.619479"
3622,38,1,1,0,36000,0,1,2447,"2016-03-06 21:36:10.543301"
4107,38,1,1,0,36000,0,1,2690,"2016-03-06 21:50:03.991207"
4360,38,1,1,0,36000,0,1,2816,"2016-03-06 21:57:09.334209"
4703,38,1,1,0,36000,0,1,2988,"2016-03-06 22:07:18.987376"
4745,38,1,1,0,36000,0,1,3009,"2016-03-06 22:08:29.108805"
4829,38,1,1,0,36000,0,1,3051,"2016-03-06 22:10:49.376852"
2715,39,1,1,0,36000,0,1,1994,"2016-03-06 21:09:32.864967"
2924,39,1,1,0,36000,0,1,2098,"2016-03-06 21:15:50.236895"
3139,39,1,1,0,36000,0,1,2206,"2016-03-06 21:22:20.689914"
3621,39,1,1,0,36000,0,1,2447,"2016-03-06 21:36:10.521340"
3864,39,1,1,0,36000,0,1,2568,"2016-03-06 21:43:07.424719"
4110,39,1,1,0,36000,0,1,2691,"2016-03-06 21:50:07.281096"
4359,39,1,1,0,36000,0,1,2816,"2016-03-06 21:57:09.308041"
4592,39,1,1,0,36000,0,1,2932,"2016-03-06 22:03:55.300225"
4776,39,1,1,0,36000,0,1,3024,"2016-03-06 22:09:19.253484"
